customer_id,first_name,last_name,email,phone_number,city,state,zip_code,birth_date
181,James,Stephenson,mariejohnson@example.com,(330) 977-5687,Gordonmouth,Oklahoma,41872,2019-08-16
257,Judy,Brown,john42@example.com,Invalid phone number,West Davidfort,Arkansas,69697,2010-01-02
372,Bradley,Johnson,lgarcia@example.com,(741) 587-1873,Bryanville,North Dakota,4452,1986-06-04
395,Taylor,Stokes,benjaminbender@example.org,(741) 919-8107x73832,Port Brandy,Wyoming,17679,1954-04-09
72,Joseph,Soto,dawncooke@example.net,(855) 387-0416,Albertview,Arizona,551,1922-11-07
255,Jessica,Torres,lewistimothy@example.org,(426) 884-8208x05254,Port Rachel,Connecticut,24473,1995-07-01
297,Brent,Jensen,brenda20@example.com,Invalid phone number,East Jerry,Tennessee,92653,1986-04-01
411,Brenda,James,lisa96@example.net,(203) 684-6686x1307,Johnsonbury,Louisiana,85824,1996-12-18
25,Heidi,Montgomery,rachel77@example.net,Invalid phone number,East Robert,North Carolina,88566,2009-01-23
153,Jacob,Dougherty,jrodriguez@example.org,Invalid phone number,West Caseymouth,Michigan,54952,1951-08-07
201,Nicole,Cooper,cdoyle@example.org,Invalid phone number,Daughertyton,Alaska,46233,1914-01-12
290,Sarah,Taylor,emily44@example.com,(313) 335-1978x6250,Isaacchester,New Mexico,33169,2011-07-30
115,Derrick,Andrade,kimberlynelson@example.net,(666) 581-3187x2655,Cindymouth,Kansas,54556,1933-07-30
295,Amy,Stone,deniseanderson@example.com,(909) 267-3565,Port Christianstad,Connecticut,99042,1975-10-12
13,Anthony,Young,poncetonya@example.com,Invalid phone number,Port Evanside,Louisiana,3739,1950-12-10
147,Jacqueline,Bishop,bradfordemily@example.com,+1 (839) 673-3671x0864,Lake Kenneth,Arizona,39791,1958-10-28
200,Mary,Li,lukereed@example.com,Invalid phone number,Port Ashleyberg,South Dakota,76195,1947-04-30
203,Melvin,Sanchez,mduran@example.com,(470) 290-7820,Omarhaven,Connecticut,719,2011-10-12
204,Joseph,Fleming,ianmorgan@example.com,(444) 962-4420x883,North Tonya,Colorado,16809,1911-12-08
406,Jacob,Deleon,sheppardstacey@example.com,(708) 691-4720x47119,East Debbie,South Dakota,94343,1985-01-16
361,Robert,Smith,mary31@example.org,+1 (287) 940-2766x5936,Yvonneborough,Tennessee,13838,1974-10-05
11,Jose,Forbes,gjackson@example.com,(440) 257-9768x4814,Williamsfort,New York,74873,1935-04-19
76,Carolyn,Rice,nathaniel15@example.net,Invalid phone number,Kimberlytown,Maryland,3494,1914-01-02
263,Sarah,Thompson,watsonphilip@example.org,(344) 718-5522x8227,Dianeville,Montana,22220,1953-08-16
251,Kelly,Lawson,floresjuan@example.com,+1 (948) 313-3302x4570,Lake Stephanie,Missouri,29053,1964-08-29
164,Jessica,Harris,jaime13@example.org,(569) 307-8803,Sherryberg,West Virginia,98197,1937-01-29
120,Donna,Johnson,morristimothy@example.org,(378) 429-0953x922,Port Annette,Oklahoma,79469,1920-02-22
41,Michael,Rivera,lisa75@example.com,(619) 233-9401,West Kevin,Arkansas,45126,1934-06-22
171,Pamela,Lee,melissa27@example.com,(709) 617-8363x91635,West Codyview,California,63656,1939-07-21
344,Kimberly,Hughes,tbrandt@example.com,(905) 210-8999,Valeriebury,North Carolina,48307,1978-10-29
240,Lucas,Torres,lperry@example.net,(892) 719-7145x139,West Derrick,Colorado,24868,1964-05-20
354,Jacob,Hernandez,phillipsangela@example.com,(956) 610-1690,Michealshire,North Dakota,43155,1909-06-06
384,Eric,Cook,evanselizabeth@example.com,(413) 847-9447x9511,Suzannechester,Wisconsin,46949,2023-02-08
97,Patrick,Rose,smithbrandon@example.net,Not Available,Johnsonshire,Montana,11179,1909-01-10
102,Nancy,Burgess,sara01@example.com,(456) 455-6147x6480,Lake Richard,Nevada,79732,1962-07-02
103,Ryan,Medina,nicoledavis@example.org,Invalid phone number,Carlsonport,Maryland,12548,1911-06-23
268,Michael,Smith,melissa41@example.net,(282) 206-0777x723,South Stephenberg,New Jersey,53435,1980-05-03
231,Sabrina,Lee,tonihunt@example.net,(461) 760-1856,West Sharon,Utah,14458,1965-02-20
410,Amber,Liu,floresjason@example.org,(494) 997-2674x0481,Michaelport,West Virginia,2648,1967-03-23
26,Judy,Chen,marcus48@example.org,(366) 335-1174,Francismouth,Massachusetts,66617,1937-06-01
235,Crystal,Dixon,mooreluis@example.com,+1 (212) 950-0131x7056,South Kelly,Utah,6720,1942-03-01
351,Dawn,Ford,perezstephen@example.com,(725) 963-3327,South Andrea,Iowa,65522,2006-05-22
125,James,Brown,melinda09@example.org,(922) 399-4522x8957,Lindsaychester,Missouri,85177,1947-01-22
150,Samuel,Kelley,douglas75@example.net,(347) 208-7759x67437,West Carolyn,Oklahoma,2773,1972-04-19
391,Monica,King,ashley14@example.net,(200) 354-8125,Cynthiaville,Minnesota,54505,1946-11-30
80,Crystal,Vega,cbrown@example.net,(764) 411-1573x307,Evanburgh,Alabama,44311,1974-02-04
154,Amanda,Mills,owhite@example.org,(924) 633-3551,South Brenda,North Carolina,1297,1994-04-20
219,Kathy,Wolfe,jamie58@example.org,(245) 523-3536,South Cole,Washington,83159,1987-11-29
389,Kenneth,Bell,smoore@example.com,(559) 543-7779x7854,South Vincent,Nebraska,23897,1956-04-06
48,Ian,Gallagher,kellerbrenda@example.com,(479) 659-0206x514,South Pamelatown,Louisiana,29320,2006-06-09
134,Jenna,Jimenez,dhernandez@example.org,(789) 931-6841x27195,South Matthewview,Wisconsin,4728,1989-12-14
152,Jerry,Johnston,kayla43@example.com,(261) 213-6684,Joannberg,Illinois,13739,1928-04-10
162,David,Davies,iphelps@example.com,(297) 860-1961,Mannfort,Alabama,17182,1959-11-08
194,Justin,Estes,suzannerodgers@example.net,Invalid phone number,Allenberg,Nevada,71053,1981-11-16
177,Natalie,Huynh,hector04@example.com,+1 (882) 707-3414x569,West Markmouth,North Carolina,47069,1936-09-17
211,Tony,Castillo,patriciaperez@example.com,(881) 853-4232x5235,New Margaretfort,Nebraska,8554,1997-09-21
323,Diana,Leon,dwilliams@example.org,(336) 650-9772,Moniqueside,Montana,69672,2017-05-26
64,Ryan,Edwards,invalid_email,(379) 220-0170,Keithside,Tennessee,14228,1932-01-16
188,Toni,Morris,cnoble@example.net,(697) 411-5290,Thompsonton,Utah,41231,1932-06-02
311,Jordan,Williams,xdennis@example.net,(778) 707-0799,East Kyleshire,Vermont,65786,1942-07-05
377,Jennifer,Turner,willisholly@example.net,(938) 407-4139x24621,Kimberlyshire,Virginia,21406,1998-07-11
135,Michael,Thomas,hayestammy@example.com,(238) 842-3279,Annachester,Georgia,80360,1967-09-14
169,Tina,Delgado,melissaallen@example.org,(659) 377-6273x099,Michaelbury,Ohio,35460,1924-02-29
412,Kimberly,Garrett,martinpamela@example.net,(699) 753-6810x1155,Jacksonville,Oregon,43919,2007-10-16
225,Joseph,Abbott,fitzgeraldanthony@example.org,Invalid phone number,Lake David,Indiana,25365,2015-10-15
95,Chelsea,Knox,mary54@example.org,+1 (241) 261-3320x342,Port Jessica,Alabama,52112,1987-12-28
259,Hunter,Duran,gerald66@example.org,Invalid phone number,Port Allenchester,Washington,77114,1928-04-06
283,Michelle,Smith,kdavis@example.net,Invalid phone number,New Ellenview,South Carolina,87167,2019-12-09
30,Faith,Stanton,francodaisy@example.org,(581) 907-6515x84378,Port Joseph,Nevada,51559,2005-06-12
117,Martin,Moore,rebecca40@example.org,Not Available,Obrientown,Kansas,97198,1991-08-25
16,Natasha,Johnston,laurarichardson@example.com,(901) 251-8967,Benjaminbury,Arkansas,21371,1971-11-11
55,Maureen,Ortiz,michaelparker@example.net,Invalid phone number,Matthewshire,Oklahoma,78350,1923-12-17
165,Jonathan,Fox,xdoyle@example.net,+1 (678) 450-9000x626,Anafort,Arizona,23482,2011-01-13
335,Joshua,Thomas,kevinrivas@example.net,(232) 826-1053,North Steven,Pennsylvania,57170,2014-07-03
366,Taylor,White,kristina11@example.net,Invalid phone number,Cassandraville,Missouri,27319,2003-04-05
20,Janice,Faulkner,brett63@example.net,Invalid phone number,Victoriabury,Illinois,58702,2004-04-05
87,Lisa,Ward,bautistasteven@example.net,(576) 206-1164x8281,Romanchester,Nevada,28954,2009-01-10
273,Kaitlin,Espinoza,kbowers@example.org,(496) 861-7603x504,Williammouth,Idaho,77674,1937-08-06
207,Heather,Jackson,bdurham@example.net,(747) 500-6204,Richport,Arizona,97013,1934-01-03
49,Jay,Benson,brookscody@example.org,(272) 204-7968x3635,Mcdonaldmouth,Washington,77294,2011-04-27
53,Sherri,Hawkins,solisangela@example.net,(511) 270-3234,Richardview,Kansas,49761,1988-12-26
114,Jeff,Meyers,lday@example.com,(458) 845-9328,Christophershire,Virginia,94828,1928-11-13
221,Tiffany,Compton,moorerachel@example.net,Invalid phone number,Warefort,Indiana,76900,1925-06-06
166,Cassandra,Brown,jamie67@example.com,(255) 208-9691,New Jasmine,Utah,3976,1959-05-27
345,Ricardo,Clark,smeyers@example.net,(223) 747-6204x887,Tomfurt,California,62164,1918-08-12
161,Patricia,Baker,mcgeelindsey@example.net,(462) 634-9094,West Danielfort,Nevada,91041,1983-03-24
289,Michael,Ramirez,davilabrenda@example.com,Not Available,Lake Charles,Tennessee,99876,1960-05-05
300,Ian,Becker,chambersandrew@example.com,(821) 989-3977x18463,Scottmouth,Arkansas,76445,1999-02-08
392,Gail,Marquez,tony46@example.com,(392) 716-5665,North Josephmouth,Tennessee,16632,1930-09-06
22,Tracey,Brown,cynthiadominguez@example.net,(872) 921-9866,Bishopchester,Washington,17180,1973-08-21
51,Anthony,Reed,david80@example.com,(793) 358-4618,East Hunter,Georgia,58672,1994-07-04
116,Caleb,Valdez,lbell@example.org,+1 (797) 998-8702x61148,Griffinfurt,South Dakota,44375,1924-10-18
398,Randall,Bush,sking@example.org,(863) 353-0997x63307,South Savannahmouth,Arkansas,74739,2024-08-09
136,Elijah,Lawson,travis87@example.net,Invalid phone number,Erictown,Georgia,67819,1962-07-01
180,Jeremy,Gates,jasonaguirre@example.net,(383) 670-4669x731,Veronicashire,Illinois,12987,1968-12-25
31,Bailey,Phillips,warnerjack@example.org,(795) 886-1279,West Anthonyton,Nevada,48223,1951-02-24
107,Cynthia,Goodwin,lrobinson@example.net,(205) 734-2166x2907,Jonesfurt,Utah,26304,1920-07-05
157,Calvin,Gonzalez,elizabeth12@example.org,(711) 610-5776x740,East Kennethtown,Georgia,22521,1965-12-16
334,Shelly,Deleon,washingtontyler@example.org,Invalid phone number,Port Amandahaven,Tennessee,35281,1995-05-16
387,Chelsea,Williams,ekemp@example.com,(403) 421-9826x9386,South Matthew,Utah,18268,2000-11-21
282,Rachel,Rogers,trujillochelsea@example.org,(836) 654-4979,Beltranchester,New Mexico,1003,1987-03-13
170,Sarah,Carlson,jennifer01@example.org,(540) 675-7344,Lake Scottberg,Montana,14544,2018-01-06
214,Kevin,Grant,erinsmith@example.net,Invalid phone number,Port Scott,Tennessee,83984,1990-08-24
220,Carlos,Smith,samanthajones@example.net,(929) 630-1252,Carrilloville,Hawaii,34102,1911-05-21
347,Robert,Boyd,perezglenn@example.org,+1 (282) 483-6483x432,West Scottshire,Idaho,52795,1963-07-31
167,John,Dean,adkinssara@example.net,Invalid phone number,Stevenport,South Dakota,51713,1930-03-07
131,Nathan,Cox,steventhompson@example.org,(378) 527-1280x0424,Christianchester,Michigan,59286,1989-09-17
378,Jeffrey,Burns,dboyd@example.com,(405) 277-0127x9090,Fordside,Arizona,76174,1913-02-11
36,Kelly,Moore,pdalton@example.com,(488) 845-7204,West Kimberly,New Hampshire,61161,1989-09-05
59,Jeffrey,Lee,roachregina@example.com,(790) 942-3341x97834,Hollyfurt,Rhode Island,97688,1959-01-31
83,Aaron,Santos,bnguyen@example.net,(579) 901-1568x451,Lake Jamie,Tennessee,9560,1913-03-12
209,Danielle,Brown,kgray@example.net,(837) 757-3128x7217,Kinghaven,Texas,88448,2024-06-05
78,Heather,Smith,ymerritt@example.org,+1 (956) 492-5857x92278,Collinstown,Hawaii,35209,1994-08-18
129,Cindy,Wilson,denise29@example.org,(461) 740-1262,South Kathrynside,Nebraska,89231,1936-01-26
376,Jasmine,Hughes,brent33@example.org,(718) 676-1529x79023,West Jonathanchester,Connecticut,53619,1963-10-20
57,Thomas,Flores,jbaird@example.com,+1 (669) 954-6356x38234,Weavermouth,Mississippi,20782,1933-01-08
58,Jacob,Zuniga,nruiz@example.com,(592) 800-3470,Aliciaburgh,New York,24600,2020-04-15
184,Christopher,Petty,kelseyarmstrong@example.org,Not Available,South Ronniechester,Maryland,70612,2004-02-25
401,Mark,Roberts,paulsanchez@example.com,(271) 317-2098,New Danielburgh,Arizona,68095,1916-06-16
284,Jeffery,Orozco,ybrown@example.org,(886) 730-2583x77538,Kathleenmouth,North Dakota,9633,1969-08-23
82,Johnathan,Thompson,david85@example.com,(462) 588-8152,East Monicaview,Idaho,54064,1922-05-25
93,Michael,Melendez,dalexander@example.org,Invalid phone number,East Chris,Florida,94709,1961-07-12
261,Lisa,Clark,jerry55@example.com,(543) 210-9148x2951,Lesterfort,Connecticut,92551,1909-07-09
358,Daniel,Beltran,sabrinamcneil@example.org,(489) 900-6836,West Cameronstad,Alaska,41500,1924-04-10
416,Jeffrey,Yang,sclay@example.org,+1 (763) 633-2487x376,Josephberg,Connecticut,48398,1938-06-30
319,Natalie,Warner,ronald38@example.com,Invalid phone number,New Bradleyside,Texas,26150,1940-11-02
226,Keith,Schultz,xavery@example.org,(576) 927-1836,South Bradley,Louisiana,30499,1909-02-18
315,Kristin,Edwards,joshuamorrison@example.org,(205) 251-2049,West Steven,Tennessee,21931,1948-05-09
40,Charles,Bradley,xlloyd@example.org,(331) 546-5675,Dicksonside,Virginia,86489,1976-11-08
163,Kenneth,Weaver,isaiah29@example.org,(538) 917-3577,Lake Shannonville,Utah,86888,1962-06-11
193,Henry,Love,jose71@example.org,(404) 329-4535x951,East Johnport,North Carolina,87220,1996-07-25
329,Cindy,Arellano,cromero@example.net,+1 (978) 896-3499x1413,North Claudiahaven,Indiana,48836,1984-09-29
145,Kevin,Bush,richardsmatthew@example.com,(858) 573-8166x396,New Eric,Illinois,13157,1935-04-07
81,Robert,Hernandez,brettcarrillo@example.net,(676) 534-6228x6392,Stephenland,Idaho,33024,2023-07-16
238,David,Franco,chaseearl@example.org,(282) 783-4321,East Casey,New Hampshire,30310,1946-03-24
52,Kyle,Watson,amyriley@example.com,Invalid phone number,Lake Lisamouth,Nevada,43566,1976-01-09
148,Catherine,Vega,tcarter@example.org,+1 (460) 411-5715x4035,Port Rachael,Colorado,95313,1964-12-15
159,Brittany,Leon,bentonchristina@example.org,(644) 965-2281x9639,Port Kennethtown,Connecticut,66838,2018-07-02
321,Justin,Obrien,edwardcarter@example.net,(451) 397-8303,East Edward,Nevada,4151,1974-01-31
363,Makayla,Martinez,kbowman@example.net,(881) 370-7348x3638,Angelamouth,Texas,47967,1984-06-12
75,Victoria,Pierce,annette85@example.net,(335) 544-6124,East Kevin,Georgia,79292,1953-06-24
77,Brandy,Hall,shannon54@example.net,Invalid phone number,Morrisland,Missouri,35798,2015-12-21
88,David,Moore,cdaniels@example.com,Invalid phone number,Stonemouth,Vermont,86532,1925-08-08
185,Amber,Elliott,davidfreeman@example.org,Invalid phone number,Wrightstad,Oklahoma,45227,2012-11-24
79,Katie,Baldwin,james20@example.org,(352) 486-8286x366,Underwoodhaven,Tennessee,95169,1944-07-24
349,Joseph,Brown,mark61@example.com,(266) 817-9205,Janetmouth,South Dakota,72288,1930-01-24
6,Robert,Costa,natalie33@example.com,(210) 333-4611,Lauraborough,Rhode Island,37454,1946-09-27
281,Rose,Chang,ivanowens@example.com,(446) 479-8037,New Antonio,Pennsylvania,5258,2024-04-23
326,Timothy,Wilson,rasmussenlauren@example.org,Invalid phone number,Brandyside,California,87728,1954-07-02
386,Roger,King,josepennington@example.org,(420) 557-0455,Michaelburgh,Rhode Island,51665,1980-11-18
46,Mark,Stevenson,deannahiggins@example.com,(516) 306-9113x82408,Angelamouth,Arkansas,34004,1947-08-15
109,John,Gardner,eric11@example.com,(982) 217-1336,Sarafort,Maine,63319,2016-06-24
74,Rachel,Vazquez,rebekahfinley@example.com,(860) 516-0145x96587,Hendrixville,North Dakota,62558,1928-05-23
232,Sarah,Jones,gmcclure@example.org,(949) 943-9003x011,West Aaron,Alabama,17196,2011-05-04
405,Eileen,Haley,pspencer@example.org,(605) 292-0771,Phyllisville,Arizona,55288,1962-04-18
126,Gregory,Baker,michelle79@example.com,(373) 414-5668,Judyville,Nebraska,57016,2014-10-20
176,Robert,Ramirez,tinagordon@example.net,(470) 914-1635,Maryville,Nebraska,75904,1997-11-03
374,Ricky,Williams,ylane@example.com,Invalid phone number,Adamhaven,Colorado,58602,2021-02-27
223,Tina,Odonnell,samantha62@example.com,Invalid phone number,Jeremyhaven,Kansas,1719,1951-01-08
369,April,Lamb,ashleyflores@example.net,(860) 976-3817,Martinshire,Oregon,81501,2006-06-30
45,Mary,Johnson,melanie39@example.org,(855) 361-1523,Lloydfurt,Kentucky,87924,1922-06-24
63,Renee,Hanson,fsmith@example.org,Not Available,East Brian,Utah,1319,1962-06-10
24,Anthony,Lee,nbenson@example.net,(774) 835-5225,East Heidimouth,New York,11011,1924-12-17
119,Anthony,Gould,bondalec@example.com,Not Available,Port Amandaville,Rhode Island,10269,1959-07-24
105,Julie,Greene,garyanderson@example.net,Invalid phone number,Waltersmouth,Texas,38437,1945-04-22
190,Steven,Hodges,denise69@example.org,Invalid phone number,Martinezfort,Ohio,43647,1972-03-21
123,Jonathan,Sheppard,brendanthomas@example.org,(811) 859-1589,East Patriciamouth,Alabama,21290,2005-03-07
341,Brittany,Houston,cindybaker@example.net,(640) 998-5328x9030,Knightview,Pennsylvania,16449,1953-01-28
47,Brittany,Walsh,woodsglenn@example.com,+1 (514) 617-0522x11924,Butlerland,New York,51350,1987-11-19
54,David,Willis,ramseysharon@example.net,(592) 836-2637,Port Hunter,Vermont,75426,1924-03-18
275,Spencer,Cameron,invalid_email,Invalid phone number,East Andrew,Kentucky,28387,1944-01-11
17,John,Powell,figueroawilliam@example.com,(698) 504-0834x73636,Port Kimberly,Alabama,13754,1997-08-29
182,Karl,Sexton,michael72@example.net,(251) 414-5208,New Monique,Arizona,78209,2012-05-29
62,Abigail,Rosales,gmoody@example.com,(965) 689-6160,Jordanhaven,Michigan,10045,1994-08-06
286,Amy,West,perezjody@example.org,(841) 741-2494x63701,West Elizabethhaven,Hawaii,87543,1978-08-21
352,Susan,Cruz,rrosario@example.net,(440) 644-0366,New Annahaven,Vermont,73464,2008-11-30
330,Elizabeth,Todd,rlucas@example.org,(641) 676-9421,North Brandy,Hawaii,43046,2021-10-02
370,Barbara,Campbell,nicoleproctor@example.net,Invalid phone number,Robertobury,Colorado,34971,1923-03-12
183,Nicole,Jones,robertbecker@example.net,Invalid phone number,Waltersville,Nevada,23732,1915-11-24
308,Danielle,Ross,brian63@example.com,Not Available,Annettetown,Florida,10895,2003-01-01
